premise_name,opening_date,closing_date,premise_address1
WASHINGTON DUKE INN,7/12/1994 12:00:00 AM,,3001 CAMERON BLVD
WESTGATE CONDO ASSN,7/14/1994 12:00:00 AM,,16 STILLWATER PARK DRIVE
HAWTHORNE AT THE VIEW,7/22/1994 12:00:00 AM,,5639 CHAPEL HILL RD
LANDING APTS  INC,5/9/1995 12:00:00 AM,,18 WEATHER HILL CR
WILLOWDAILE APTS,7/19/1994 12:00:00 AM,,3835 GUESS RD
UMSTEAD PINES FORMERLY WILLOWHAVEN,7/13/1994 12:00:00 AM,,253 COUNTRY CLUB
WOODLAKE HOA,7/27/1994 12:00:00 AM,,30 LAKESHORE DR
WOODCROFT SWIM AND TENNIS CLUB,7/14/1994 12:00:00 AM,,1203 WOODCROFT PKWY
WOODS EDGE APTS,7/21/1994 12:00:00 AM,,4655 HOPE VALLEY RD
YORKTOWNE APTS,8/31/1995 12:00:00 AM,,2029 BEDFORD  23
ROCK QUARRY PARK POOL,8/31/1995 12:00:00 AM,,600 W MURRAY AVE
PEBBLE CREEK HOA,9/19/1995 12:00:00 AM,,CONSTITUTION DR
FARRINGTON LAKE APTS  PHASE II,6/24/2004 12:00:00 AM,,6205 FARRINGTON RD
COLONIAL VILLAGE @ WOODLAKE,8/21/1998 12:00:00 AM,,1000 LYDIAS WAY
WELLINGTON FOREST HOA,7/8/1998 12:00:00 AM,,6200 BOULDER DRIVE
GREENS OF PINE GLEN,8/17/2001 12:00:00 AM,,6201 PINE GLEN TR
EXTENDED STAY OF AMERICA,8/1/2001 12:00:00 AM,,2504 HWY 54 EAST
MERIWETHER PLACE APT,7/23/1998 12:00:00 AM,,4001 MERRIWETHER DR
PINE RIDGE APTS,4/28/1998 12:00:00 AM,,1 SWIFTSTONE COURT
COMFORT SUITES HOTEL POOL,6/20/2003 12:00:00 AM,,5219 PAGE ROAD
COURTYARD BY MARRIOTT RTP POOL,6/24/2004 12:00:00 AM,,301 RESIDENCE INN BLVD
EXTENDED STAY AMERICA DELUXE - SOUTH,12/3/1998 12:00:00 AM,,4919 S MIAMI BLVD
LAQUINTA INN,5/3/2000 12:00:00 AM,,1910 WEST PARK DR
HOMEWOOD SUITES HOTEL,1/19/1999 12:00:00 AM,,4603 CENTRAL PARK DR
HOMEWOOD SUITES CH,1/19/1999 12:00:00 AM,,3600 MORIAH RD
HAMPTONS APTS  THE,6/7/2005 12:00:00 AM,,300 SEALOITH DRIVE
TRIANGLE POINT APTS,5/26/2000 12:00:00 AM,,600 DISCOVERY WAY
EXTENDED STAY AMERICA  #1570,8/10/1999 12:00:00 AM,,4610 S MIAMI BLVD
HAMPTON INN AND SUITES CHAPEL HILL,11/3/1999 12:00:00 AM,,6121 FARRINGTON ROAD
AUDUBON PARK  HOA,8/20/2001 12:00:00 AM,,5505 WHISPERWOOD DR
ARIUM RTP,4/27/2000 12:00:00 AM,,3001 NEW HAVEN DR
WYNDCROSS HOA,5/26/2000 12:00:00 AM,,6722 ROSS FORD LANE
HOLIDAY INN EXPRESS,9/4/2001 12:00:00 AM,,2516 GUESS ROAD
FOXRIDGE APARTMENTS,8/20/2001 12:00:00 AM,,200 FOXRIDGE CRESCENT
LODGE AT SOUTHPOINT,9/25/2000 12:00:00 AM,,1300 KNOLL CIRCLE
HOLIDAY INN EXPRESS,8/20/2001 12:00:00 AM,,2516 GUESS RD
ENCORE AT THE PARK,8/9/2001 12:00:00 AM,,2850 COURTNEY CREEK BLVD
STIRRUP CREEK HOA,9/15/2003 12:00:00 AM,,2815 APPLING WAY
CHANCELLORS RIDGE,8/17/2001 12:00:00 AM,,909 CHANCELLORS RIDGE DRIVE
NORTH POINTE APTS CABANA POOL,6/24/2004 12:00:00 AM,,2335 BROAD ST
LEGACY AT MERIDIAN,9/15/2003 12:00:00 AM,,1101 EXCHANGE PLACE BLDG 100
MAGNOLIA PLACE,5/29/2003 12:00:00 AM,,1606 MAGNOLIA OAK PLACE
INDIGO APARTMENTS,4/29/2002 12:00:00 AM,,100 ADELAIDE CIRCLE
LAKEMOOR APTS,9/4/2001 12:00:00 AM,,205 KENT LAKE DRIVE
FALLS POINTE AT THE PARK,4/29/2002 12:00:00 AM,,100 CASCADE FALLS LANE
FOREST GLEN APARTMENTS,9/2/2003 12:00:00 AM,,100 LYNN FOREST DR
THE FLATS @ 55 TWELVE,8/17/2005 12:00:00 AM,,5512 SUNLIGHT DR
AUBURN SWIM CLUB,9/18/2002 12:00:00 AM,,1105 PEBBLE CREEK CROSSING
ASHFIELD PLACE,6/15/2004 12:00:00 AM,,1104 ASHFIELD DRIVE
FEATHERSTONE VILLAGE APTS,1/6/2006 12:00:00 AM,,4916 OLD PAGE RD
SOUTHPOINT MANOR,6/13/2005 12:00:00 AM,,501 OXFORDSHIRE LANE
CAMPUS CROSSINGS APTS,1/6/2006 12:00:00 AM,,1400 E CORNWALLIS RD
VILLAGES AT INDEPENDENCE PARK,7/19/2006 12:00:00 AM,,4122 LILLINGTON DR
RAVENSTONE HOA,10/16/2006 12:00:00 AM,,320 HILLVIEW DR
HUNTINGTON RIDGE HOA,8/1/2005 12:00:00 AM,,1304 CARIBON CROSSING
GRANDALE,9/14/2006 12:00:00 AM,,5005 LYON FARM DRIVE
CARDINAL LAKE,9/26/2007 12:00:00 AM,,1401 WHISPERING OAK LANE
SWANNS MILL,8/2/2006 12:00:00 AM,,4605 SWANNS MILL DR
MAGNOLIA POINTE APTS,6/19/2007 12:00:00 AM,,4801 DANUBE LANE
PEBBLE CREEK HOA,11/3/1999 12:00:00 AM,,700 CONSTITUTION DR
ARROWOOD SUITES RTP POOL,9/20/2007 12:00:00 AM,,4603 CENTRAL RUN DRIVE
BRITISH WOODS APTS,8/9/1995 12:00:00 AM,,901 CHALKLEVEL
DOWNING CREEK SWIM CLUB,7/13/1994 12:00:00 AM,,5100 DOWNING CREEK PARKWAY
DUKE FACULTY CLUB,7/12/1994 12:00:00 AM,,CAMERON BLVD @ SCIENCE DR
ENO TRACE HOA,8/26/1994 12:00:00 AM,,4916 SHADBUSH DR
ENO VALLEY SWIN AND RACQUET CLUB,8/30/1994 12:00:00 AM,,635 RIPPLING STREAM RD
FIVE OAKS REC ASSOC,8/2/1994 12:00:00 AM,,5109 PINE CONE DR
FOXFIRE APTS,5/26/1995 12:00:00 AM,,1400 WYLDEWOODS
GARRETT FARMS HOA,7/12/1994 12:00:00 AM,,3715 COTTONWOOD DRIVE
GROVE PARK,7/14/1994 12:00:00 AM,,300 NICHOLS FARM RD
HOLLOW ROCK SWIM CLUB,7/27/1994 12:00:00 AM,,5100 ERWIN ROAD
HOMESTEAD HEIGHTS SWIM AND TENNIS,8/3/1994 12:00:00 AM,,836 HORTON RD
HOPE VALLEY CC WADING,7/22/1994 12:00:00 AM,,3803 DOVER RD
HOPE VALLEY FARM SWIM AND RACQUET,7/27/1994 12:00:00 AM,,4818 S ROXBORO ST
PARKWOOD SWIM CLUB,7/7/1994 12:00:00 AM,,1615 CLERMONT ROAD
PARKWOOD VILLAGE,7/7/1994 12:00:00 AM,,1314 SEATON RD
PENRITH APTS,7/7/1994 12:00:00 AM,,5216 G PERNITH DR
ROYAL OAKS APTS,7/20/1995 12:00:00 AM,,3554 WEYMOUTH
TREYBURN CC,8/26/1994 12:00:00 AM,,1 OLD TRAIL DR
UNC FSRA,7/19/1994 12:00:00 AM,,1 ALICE INGRAM CIRCLE
WILLOWHAVEN COUNTRY CLUB,8/8/1995 12:00:00 AM,,253 COUNTRY CLUB DRIVE
WOODLAKE HOA,7/27/1994 12:00:00 AM,,30 LAKESHORE DR
WOODCROFT SWIM AND TENNIS CLUB,7/14/1994 12:00:00 AM,,1203 WOODCROFT PKWY
PARK PLACE REC ASSN,8/9/1995 12:00:00 AM,,604 KENDALL DRIVE
MAGNOLIA PLACE HOA WADING,6/24/2004 12:00:00 AM,,1606 MAGNOLIA OAK PLACE
AUBURN SWIM CLUB WADING,9/18/2002 12:00:00 AM,,1105 PEBBLE CREEK CROSSING
COLONIAL GRANDE AT ARRINGTON A,6/20/2003 12:00:00 AM,,5710 ARRINGTON PARK DRIVE
HILLSIDE PARK SPRAYFIELD,9/2/2004 12:00:00 AM,,1221 SAWYER STREET
A MATTER OF TASTE,7/1/1990 12:00:00 AM,05-JUL-2001,2501 UNIVERSITY DRIVE
ARA GLAXO,7/1/1990 12:00:00 AM,05-JAN-1995,ALEXANDER DRIVE
ALMA'S SNACK BAR,7/1/1990 12:00:00 AM,02-FEB-1996,1802 PRITCHARD PL
AMERICAN LEGION POST 7,7/1/1990 12:00:00 AM,17-DEC-1991,1903 FAYE STREET
ANDREWS' FOOD STAND,7/1/1990 12:00:00 AM,07-OCT-2008,2108 ANGIER AVENUE
ANOTHER THYME,7/1/1990 12:00:00 AM,15-DEC-2010,109 N. GREGSON STREET
ANTONIO'S PIZZA,7/1/1990 12:00:00 AM,30-SEP-1996,4215 UNIVERSITY DRIVE
APPLEBEES #05,7/1/1990 12:00:00 AM,31-OCT-2006,3400 WESTGATE DRIVE
ARBY'S,7/1/1990 12:00:00 AM,26-APR-1994,3311 HILLSBOROUGH ROAD
ARBY'S ROAST BEEF RESTAURANT,7/1/1990 12:00:00 AM,15-APR-1995,2115 AVONDALE DRIVE
"B &amp; G GRILL",7/1/1990 12:00:00 AM,11-JAN-1993,2520 FAYETTEVILLE STREET
SUBWAY 1681,7/1/1990 12:00:00 AM,04-APR-1995,4600 CHAPEL HILL BLVD
BMT SUBWAY,7/1/1990 12:00:00 AM,08-JUN-1998,1720 GUESS ROAD
BMT SUBWAY,7/1/1990 12:00:00 AM,12-FEB-1999,3808 GUESS ROAD
SUBWAY,7/1/1990 12:00:00 AM,21-MAR-2006,401-H LAKEWOOD AVENUE
BMT SUBWAY DELI,1/1/1990 12:00:00 AM,17-JAN-1992,1004 W. MAIN STREET
BMT SUBWAY,7/1/1990 12:00:00 AM,10-NOV-1996,TRIANGLE PLAZA
NORTEL,7/1/1990 12:00:00 AM,30-DEC-1998,DAVIS DRIVE
THE BACK PORCH RESTAURANT,7/1/1990 12:00:00 AM,23-MAY-1994,2000 CHAPEL HILL ROAD
BAGELS BAGELS BAGELS,1/1/1990 12:00:00 AM,17-JAN-1992,HIGHWAY 55
BAKATSIAS,7/1/1990 12:00:00 AM,30-JUN-1996,1821 HILLANDALE ROAD
BAMBOO COURT,7/1/1990 12:00:00 AM,31-JAN-1994,4830 S. APEX HIGHWAY
BAMBOO HOUSE,7/1/1990 12:00:00 AM,10-JUN-1997,3814 N. DUKE STREET
BECTON DICKINSON,7/1/1990 12:00:00 AM,29-JUL-1992,DAVIE DRIVE
BELLA NAPOLI,7/1/1990 12:00:00 AM,27-MAY-1993,5410 GREENWOOD COMMONS
"BELL BOOK &amp; COFFEE",7/1/1990 12:00:00 AM,10-AUG-1992,802 W MAIN STREET
BEST DRIVE IN,7/1/1990 12:00:00 AM,10-DEC-1992,2500 DAKOTA STREET
BISCUIT KING,7/1/1990 12:00:00 AM,08-JUN-2004,816 NINTH STREET
BISCUIT TIME (DURHAM),7/1/1990 12:00:00 AM,19-MAR-2002,2900 HOLLOWAY STREET
BISCUITVILLE 124,7/1/1990 12:00:00 AM,01-APR-1995,1810 HOLLOWAY STREET
BOSS MAN'S,7/1/1990 12:00:00 AM,25-OCT-2006,2806 S. MIAMI BOULEVARD
BREAD N' BOARD CAFE,7/1/1990 12:00:00 AM,05-NOV-1995,742 NINTH STREET
SUNSET BAR AND GRILL,7/1/1990 12:00:00 AM,30-JUN-1998,2424 ERWIN ROAD
BRUEGGER'S BAGEL BAKERY,7/1/1990 12:00:00 AM,12-SEP-1996,626 NINTH STREET
BULL CITY SUBS,7/1/1990 12:00:00 AM,24-JUN-2003,914 W. MAIN STREET
BURGER KING #399,7/1/1990 12:00:00 AM,22-MAR-1994,1200 W. CLUB BOULEVARD
BURGER KING 216,7/1/1990 12:00:00 AM,15-JUN-2006,3703 GUESS ROAD
BURGER KING #214,7/1/1990 12:00:00 AM,15-JUN-2006,3520 HILLSBOROUGH ROAD
BURGER KING #218,7/1/1990 12:00:00 AM,12-DEC-2008,4709 HIGHWAY 55
BURROUGHS WELLCOME-MAIN,7/1/1990 12:00:00 AM,18-JAN-1995,CORNWALLIS ROAD
BURROUGHS WELLCOME-NORTH,7/1/1990 12:00:00 AM,18-JAN-1995,3030 CORNWALLIS ROAD
BURROUGHS WELLCOME RESEARCH COMMONS,7/1/1990 12:00:00 AM,18-JAN-1995,79 ALEXANDER DRIVE
BURROUGHS WELLCOME,7/1/1990 12:00:00 AM,18-JAN-1995,LAW DEPARTMENT
CAPTAIN D'S SEAFOOD,7/1/1990 12:00:00 AM,18-MAR-2002,4300 N ROXBORO ROAD
CHICK-FIL-A,7/1/1990 12:00:00 AM,14-MAY-1998,NORTHGATE MALL
CHINA EXPRESS,7/1/1990 12:00:00 AM,21-MAR-2011,2223 HWY 54
CHINA INN,7/1/1990 12:00:00 AM,14-SEP-1993,2701 HILLSBOROUGH ROAD
CHINA PALACE,7/1/1990 12:00:00 AM,07-JUL-1998,4711 HOPE VALLEY ROAD
LONE STAR STEAKHOUSE,7/1/1990 12:00:00 AM,12-SEP-1995,3630 CHAPEL HILL BOULEVARD
CHOPAN,7/1/1990 12:00:00 AM,10-AUG-1992,3823 GUESS ROAD
CHURCH'S FRIED CHICKEN,7/1/1990 12:00:00 AM,10-DEC-2013,2540 FAYETTEVILLE STREET
CHURCH'S FRIED CHICKEN,7/1/1990 12:00:00 AM,11-DEC-2013,922 N. MIAMI BOULEVARD
CLAIRE'S CAFE,7/1/1990 12:00:00 AM,22-DEC-1994,2701 CHAPEL HILL ROAD
STRUTTERS ROAD HOUSE GRILLE,7/1/1990 12:00:00 AM,13-SEP-1993,115 PAGE POINT CIRCLE
COLLEGE INN,7/1/1990 12:00:00 AM,06-APR-2000,1306 FAYETTEVILLE STREET
WYNDHAM GARDEN HOTEL,7/1/1990 12:00:00 AM,16-FEB-2011,4620 S MIAMI BOULEVARD
COMPUCHEM CAFETERIA,7/1/1990 12:00:00 AM,15-APR-1992,3308 CHAPEL HILL NELSON HWY.
CREST STREET SR. CITIZENS CENTER,7/1/1990 12:00:00 AM,01-JUL-1992,2614 CREST STREET
CRICKET INN-UNIV. COFFEE SHOP,7/1/1990 12:00:00 AM,31-DEC-1996,2306 ELBA STREET
CROSSROADS BUFFET,7/1/1990 12:00:00 AM,30-JUN-1996,C/O CROSSROADS CATERING INC
CRUZ-N-PARK,1/1/1990 12:00:00 AM,17-JAN-1992,715 N. HOOVER ROAD
CURRENT'S CAFETERIA,7/1/1990 12:00:00 AM,04-FEB-1993,3002 ROXBORO ROAD
DAIRY FREEZE,7/1/1990 12:00:00 AM,20-OCT-2005,4511 ROXBORO ROAD
DAIRY QUEEN,1/1/1990 12:00:00 AM,13-SEP-1993,3799 GUESS ROAD
DARRYL'S 1890,7/1/1990 12:00:00 AM,10-OCT-2002,4603 CHAPEL HILL BOULEVARD
EMC2,7/1/1990 12:00:00 AM,06-JUL-2004,62 ALEXANDER DRIVE
DEL TACO  #3094,7/1/1990 12:00:00 AM,16-JUN-1993,3536 HILLSBOROUGH ROAD
"DILLARD'S CATERING &amp; CO.",7/1/1990 12:00:00 AM,04-JUN-2012,3921 FAYETTEVILLE STREET
DRAGON GATE,7/1/1990 12:00:00 AM,05-MAR-1998,2000 CHAPEL HILL ROAD
DRAGON INN,7/1/1990 12:00:00 AM,31-MAR-1997,3823 GUESS ROAD
"DUKE DIET &amp; FITNESS CENTER",7/1/1990 12:00:00 AM,19-MAR-1998,804 W. TRINITY AVENUE
DUKE STREET SENIOR CENTER,7/1/1990 12:00:00 AM,01-JUL-1992,"MOREHEAD &amp; DUKE STREETS"
CHARLES DUNHAM FOOD SERVICE,7/1/1990 12:00:00 AM,13-OCT-2006,1000 N. ROXBORO STREET
DUNKIN DONUTS,7/1/1990 12:00:00 AM,10-OCT-1991,2103 ROXBORO ROAD
DUPONT,7/1/1990 12:00:00 AM,04-MAR-1997,ALEXANDER DRIVE
DURHAM HILTON FOOD SERVICE,7/1/1990 12:00:00 AM,14-SEP-1995,3800 HILLSBOROUGH ROAD
DYNASTY EXPRESS,7/1/1990 12:00:00 AM,12-FEB-1996,2306 ELDER STREET
FOOD SERVICES MANAGER,1/1/1990 12:00:00 AM,17-JAN-1992,EPA ANNEX
EPA CAFETERIA,7/1/1990 12:00:00 AM,29-AUG-2008,RTP
EAGLES INN,7/1/1990 12:00:00 AM,01-JUN-2001,1903 APEX HIGHWAY
EAST DURHAM SENIOR CENTER,7/1/1990 12:00:00 AM,21-APR-1992,2615 HARVARD AVENUE
ECKERD'S FOUNTAIN,1/1/1990 12:00:00 AM,17-JAN-1992,2216 ROXBORO ROAD
FINLEY'S FINE DINING,7/1/1990 12:00:00 AM,24-AUG-1992,1644 COLE MILL ROAD
"FLIPPER'S BAR &amp; GRILL",7/1/1990 12:00:00 AM,17-MAR-1997,1117 BROAD STREET
FOOD LION #57,7/1/1990 12:00:00 AM,13-JUN-1997,5279 ROXBORO ROAD
FORMOSA CHINESE RESTAURANT,7/1/1990 12:00:00 AM,14-OCT-1992,5174 ROXBORO ROAD
FORTUNE GARDEN,7/1/1990 12:00:00 AM,28-JAN-2009,5410 HIGHWAY 55
FOUR FLAMES RESTAURANT,7/1/1990 12:00:00 AM,01-OCT-1994,309 W. CHAPEL HILL STREET
THE GALLEY,7/1/1990 12:00:00 AM,25-JAN-1995,3300 HILLSBOROUGH ROAD
GARDEN RESTAURANT  THE,7/1/1990 12:00:00 AM,29-JAN-2009,3211 HILLSBOROUGH ROAD
GEER STREET GRILL,7/1/1990 12:00:00 AM,16-OCT-1997,1002 EAST GEER STREET
GLAXO ADMIN SERVICES,7/1/1990 12:00:00 AM,19-JUL-2010,5 MOORE DRIVE
GLAXO-CROWN CENTER,7/1/1990 12:00:00 AM,19-JUL-2010,CROWN CENTER
GOLDEN CORRAL STEAK HOUSE 20,7/1/1990 12:00:00 AM,11-OCT-1995,3620 CHAPEL HILL BOULEVARD
GOLDEN CORRAL,1/1/1990 12:00:00 AM,17-JAN-1992,307 FOUSHEE STREET
GOLDEN CORRAL-DURHAM RTP #360,7/1/1990 12:00:00 AM,19-MAR-1998,4818 HIGHWAY 55
GOVERNORS INN RESTAURANT,7/1/1990 12:00:00 AM,09-FEB-2000,RTP
GREEN CANDLE,7/1/1990 12:00:00 AM,14-JUN-2000,902 FAYETTEVILLE STREET
LIBERTY GRILL,7/1/1990 12:00:00 AM,29-MAY-2007,603 RIGSBEE AVENUE
GREENFIELD'S,7/1/1990 12:00:00 AM,02-FEB-1994,4201 N. ROXBORO ROAD
GRILL 55 RESTAURANT,7/1/1990 12:00:00 AM,31-MAY-2011,HIGHWAY 55
GRINDER'S SWITCH,1/1/1990 12:00:00 AM,17-JAN-1992,105 W. MAIN STREET
GTE CAFETERIA,7/1/1990 12:00:00 AM,12-OCT-1992,4100 ROXBORO ROAD
DOUBLE TREE GUEST QUARTERS,7/1/1990 12:00:00 AM,19-AUG-1999,2515 MERIDIAN PARKWAY
"H &amp; H RESTAURANT",7/1/1990 12:00:00 AM,12-FEB-2010,4103 ANGIER AVENUE
HARDEE'S OF WEST DURHAM #1612,7/1/1990 12:00:00 AM,08-JUN-1998,2122 GUESS ROAD
HARDEE'S OF DURHAM #4,7/1/1990 12:00:00 AM,10-AUG-1992,2721 OLD CHAPEL HILL ROAD
HARDEE'S OF DURHAM #1581,7/1/1990 12:00:00 AM,08-JUL-2011,2201 N. ROXBORO ROAD
HARRIS CANTEEN CORP.,7/1/1990 12:00:00 AM,19-APR-1993,CORNWALLIS ROAD
HARTMAN'S STEAK HOUSE,7/1/1990 12:00:00 AM,11-AUG-1998,1713 E. GEER STREET
HAZEL'S KITCHEN,7/1/1990 12:00:00 AM,17-FEB-1999,2728 GUESS ROAD
HENRY'S DELICATESSEN,7/1/1990 12:00:00 AM,25-MAR-1992,P O BOX 12094
HILTON RTP,7/1/1990 12:00:00 AM,11-JAN-2008,4810 PAGE ROAD
HONEY'S,7/1/1990 12:00:00 AM,08-NOV-2013,2700 GUESS RD
HONG KONG EXPRESS,7/1/1990 12:00:00 AM,15-FEB-2001,112 ROTHER LANE
HONG KONG RESTAURANT,7/1/1990 12:00:00 AM,09-SEP-1994,3003 GUESS ROAD
HOWARD JOHNSON,7/1/1990 12:00:00 AM,21-SEP-1992,1810 HILLANDALE ROAD
HUEY'S RESTAURANT,7/1/1990 12:00:00 AM,19-JAN-1994,604 MORREENE ROAD
HUNAN CHINESE RESTAURANT,7/1/1990 12:00:00 AM,01-DEC-1992,910 W. MAIN STREET
IBM CAFETERIA - #002,7/1/1990 12:00:00 AM,17-JAN-1992,RTP
IBM CAFETERIA - BLDG. 306,1/1/1990 12:00:00 AM,17-JAN-1992,RTP
IBM 500 CAFETERIA,7/1/1990 12:00:00 AM,13-SEP-1994,P.O. BOX 12195
IBM 662 CAFETERIA,7/1/1990 12:00:00 AM,17-JAN-1992,RTP
JUDY'S GRILL,7/1/1990 12:00:00 AM,19-APR-1993,7603 N. ROXBORO ROAD
RAW ON THE ENO,1/1/1990 12:00:00 AM,17-JAN-1992,3808 GUESS ROAD
IT'S A WIENER,7/1/1990 12:00:00 AM,04-MAY-1992,HIGHWAY 55
RAY'S ELBOW ROOM,1/1/1990 12:00:00 AM,17-JAN-1992,4204 S. APEX HIGHWAY
JACARANDAS,7/1/1990 12:00:00 AM,21-NOV-1994,HIGHWAY 55-GREENWOOD COMMONS
JAIMIE'S,7/1/1990 12:00:00 AM,02-MAY-1994,HOLIDAY INN WEST
JIMMIE'S GRILL,7/1/1990 12:00:00 AM,26-JUN-2001,4731 GUESS ROAD
KAYS HOT BAGEL FACTORY,7/1/1990 12:00:00 AM,17-MAY-1999,1725 CARPENTER FLETCHER ROAD
KENTUCKY FRIED CHICKEN  #108,7/1/1990 12:00:00 AM,03-JUN-1996,609 BROAD STREET
KENTUCKY FRIED CHICKEN #111,7/1/1990 12:00:00 AM,23-JUN-2004,2511 CHAPEL HILL BOULEVARD
KENTUCKY FRIED CHICKEN #121,7/1/1990 12:00:00 AM,24-JUL-2006,4716 HIGHWAY 55
KENTUCKY FRIED CHICKEN #120,7/1/1990 12:00:00 AM,24-JUL-2006,511 HORTON ROAD
KENTUCKY FRIED CHICKEN #102,7/1/1990 12:00:00 AM,24-JUL-2006,910 MIAMI BOULEVARD
KENTUCKY FRIED CHICKEN #103,7/1/1990 12:00:00 AM,25-FEB-1998,2005 N. ROXBORO ROAD
KROGER 314 DELI,7/1/1990 12:00:00 AM,06-FEB-2002,SHANNON ROAD
KURAMA JAPANESE STEAK HOUSE,7/1/1990 12:00:00 AM,24-MAY-2010,3644 CHAPEL HILL BOULEVARD
LAFONTE,7/1/1990 12:00:00 AM,30-DEC-2003,3438 HILLSBOROUGH ROAD
LANDLUBBER'S OF CHAPEL HILL INC,7/1/1990 12:00:00 AM,01-JUL-1994,2226 HIGHWAY 54
THE LANE CATERING,7/1/1990 12:00:00 AM,26-JUN-1997,5109 PINE CONE DRIVE
LE COCA,7/1/1990 12:00:00 AM,24-FEB-1994,5277 N. ROXBORO ROAD
LE COCO II,7/1/1990 12:00:00 AM,27-JUN-2005,5410 HIGHWAY 55
LIBBY'S RESTAURANT,7/1/1990 12:00:00 AM,23-APR-1998,2022 ANGIER AVENUE
"LIGGETT &amp; MYERS CAFETERIA",7/1/1990 12:00:00 AM,01-MAY-1996,W. MAIN STREET
LIL DINO SUBS,7/1/1990 12:00:00 AM,07-JUL-1998,2530 ERWIN ROAD
LITTLE ACORN,1/1/1990 12:00:00 AM,17-JAN-1992,4015 UNIVERSITY DRIVE
FISHERMAN THREE,7/1/1990 12:00:00 AM,31-MAY-1994,3311 GUESS ROAD
LYNNS,7/1/1990 12:00:00 AM,03-JUN-1998,1313 S ROXBORO STREET
LYON PARK SENIOR CITIZENS CENTER,7/1/1990 12:00:00 AM,01-JUL-1992,CORNELL AND HALLEY STREETS
MCDONALD'S RTP,7/1/1990 12:00:00 AM,13-NOV-1995,4717 APEX HIGHWAY
MCDONALD'S #6455,7/1/1990 12:00:00 AM,01-OCT-1993,2505 CHAPEL HILL BOULEVARD
MCDONALD'S NORTHGATE,7/1/1990 12:00:00 AM,28-MAR-1996,1100 W. CLUB BOULEVARD
MCDONALD'S,7/1/1990 12:00:00 AM,05-JUN-2000,4711 HOPE VALLEY ROAD
MCDONALD'S 5194,7/1/1990 12:00:00 AM,01-DEC-1999,3143 HILLSBOROUGH ROAD
MCDONALD'S OF WELLONS VILLAGE,7/1/1990 12:00:00 AM,14-SEP-1993,1000 MIAMI BOULEVARD
MCDONALD'S #11213,7/1/1990 12:00:00 AM,01-MAR-1994,102 MORGAN STREET
MCDONALD'S #368,7/1/1990 12:00:00 AM,04-JAN-2000,2010 ROXBORO ROAD
MCDONALD'S #2 (#3573),7/1/1990 12:00:00 AM,04-JAN-2000,4301 N. ROXBORO ROAD
MCDONALD'S #11385,7/1/1990 12:00:00 AM,01-DEC-1999,3117 TOWER BOULEVARD
"MAC &amp; MAGGIES",7/1/1990 12:00:00 AM,10-DEC-1992,CHAPEL HILL BOULEVARD
MAGNOLIA GRILL,7/1/1990 12:00:00 AM,16-SEP-2013,1002 NINTH STREET
MANDARIN HOUSE,7/1/1990 12:00:00 AM,26-JAN-1999,"3742 SPACE B &amp; C"
MARK'S AT FIVE POINTS,7/1/1990 12:00:00 AM,08-SEP-1993,427A W. MAIN STREET
MAYBERRY'S,7/1/1990 12:00:00 AM,29-JAN-1993,NORTH DUKE MALL
MEMORIAL SENIOR CENTER,7/1/1990 12:00:00 AM,21-APR-1992,519 E. MAIN STREET
MEREDITH GUEST HOUSE,7/1/1990 12:00:00 AM,19-MAY-1992,"PARK PLACE WEST, HIGHWAY 55"
MITSUBISHI CAFETERIA,7/1/1990 12:00:00 AM,23-AUG-1993,HAMLIN ROAD
"MORRIS FISH &amp; CHICKEN KING",7/1/1990 12:00:00 AM,22-AUG-1997,109 S. ALSTON AVENUE
MR. HOAGIE,7/1/1990 12:00:00 AM,10-AUG-1992,101 WELLONS VILLAGE
MR. HOAGIE #2,1/1/1990 12:00:00 AM,17-JAN-1992,748 NINTH STREET
NCHS CAFETERIA,7/1/1990 12:00:00 AM,24-JUL-1995,DAVIS DRIVE
NIEHS CAFETERIA,7/1/1990 12:00:00 AM,23-SEP-1994,ALEXANDER DRIVE
NIEHS CAFETERIA SOUTH,7/1/1990 12:00:00 AM,18-AUG-2014,111 ALEXANDER DRIVE
N.C. MUTUAL LIFE CAFETERIA,7/1/1990 12:00:00 AM,13-JAN-2011,411 W. CHAPEL HILL STREET
1920 DELI,7/1/1990 12:00:00 AM,01-JUL-1994,4325 HIGHWAY 55
NANCE TAKE HOME,1/1/1990 12:00:00 AM,17-JAN-1992,1028 HOLLOWAY STREET
"NANCE'S TAKE HOME &amp; CHAR GRILL",7/1/1990 12:00:00 AM,13-SEP-1993,4707 HILLSBOROUGH ROAD
NINTH STREET BAKERY,7/1/1990 12:00:00 AM,22-MAY-1997,776 NINTH STREET
THE NINETEENTH HOLE,7/1/1990 12:00:00 AM,05-JUL-1995,HIGHWAY 751-CAMERON BOULEVAR
NORTEL CAFETERIA,7/1/1990 12:00:00 AM,09-SEP-2013,4001 E CHAPEL HILL HWY
NORTHERN TELECOM,7/1/1990 12:00:00 AM,02-OCT-2000,4600 EMPEROR BOULEVARD
MARIOTT FOOD SERVICE,1/1/1990 12:00:00 AM,30-JUN-1992,C/O NORTHERN TEL. DIST. CENT
NORTHGATE PRES. CHURCH SR. CIT. CTR.,7/1/1990 12:00:00 AM,11-JUL-1992,2504 N. ROXBORO ROAD
